bot_name,method,params,position_id,coin,category,status,direction,entry_price,exit_price,quantity,total_invested_usd,total_sold_usd,pnl_usd,pnl_pct,is_clean_win,dca_count,entry_time,exit_time,hold_hours,tp_armed,peak_price,last_buy_price,pos_tp_pct,pos_dca_pct,pos_trail_pct,is_paper,sequence_number,coin_trade_number,btc_price_at_entry,btc_sma50_at_entry,btc_24h_change_pct,btc_regime,btc_dominance
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",23004,ZEN,micro,closed,long,4.321000000000000000,4.865000000000000000,23.14279102,100.00000000,112.58967831,12.5897,12.59,1,0,2026-06-10 13:33:31.697217,2026-06-15 15:23:57.323195,121.84,True,5.033000000000000000,4.321000000000000000,8.00,15.00,3.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",24870,VELVET,small,closed,long,0.390890000000000000,0.446180000000000000,255.82644734,100.00000000,114.14464427,14.1446,14.14,1,0,2026-06-10 14:12:11.061710,2026-06-10 15:37:45.213172,1.43,True,0.463290000000000000,0.390890000000000000,5.00,10.00,2.80,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",25167,REALTOKEN,micro,open,long,0.003397000000000000,,29437.73918163,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 14:15:20.798958,,121.68,False,,0.003397000000000000,8.00,15.00,3.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",25488,GEON,micro,open,long,326.760000000000000000,,0.30603501,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 14:18:40.334842,,121.63,True,348.240000000000000000,326.760000000000000000,8.00,15.00,3.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",26891,HOPPY,micro,open,long,0.000002624000000000,,38109756.09756097,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 14:42:52.180613,,121.22,False,,0.000002624000000000,5.00,1.40,2.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",28267,EMYC,micro,closed,long,0.001333000000000000,0.001487000000000000,75018.75468867,100.00000000,111.55288822,11.5529,11.55,1,0,2026-06-10 15:13:05.793437,2026-06-12 12:55:08.334394,45.70,True,0.001538000000000000,0.001333000000000000,8.00,15.00,3.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",31549,COINDEPO,micro,open,long,0.076540000000000000,,1306.50640188,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 16:13:43.717191,,119.71,False,,0.076540000000000000,5.00,1.40,2.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",34799,PYBOBO,micro,open,long,0.000731000000000000,,136798.90560876,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 17:12:50.373423,,118.72,False,,0.000731000000000000,8.00,15.00,3.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",38028,ITAON,micro,open,long,227.030000000000000000,,0.44047042,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 18:10:43.275836,,117.76,False,,227.030000000000000000,8.00,15.00,3.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",41997,MLC,micro,open,long,0.014720000000000000,,6793.47826087,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 19:16:46.489827,,116.66,False,,0.014720000000000000,8.00,15.00,3.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",42160,XDB,micro,closed,long,0.000089400000000000,0.000092600000000000,1118568.23266219,100.00000000,103.57941834,3.5794,3.58,1,0,2026-06-10 19:34:50.258827,2026-06-12 18:32:37.388971,46.96,True,0.000094700000000000,0.000089400000000000,5.00,1.40,2.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",42267,QRL,micro,open,long,1.034820000000000000,,96.63516360,100.00000000,0E-8,-100.0000,-100.00,0,0,2026-06-10 20:28:38.902673,,115.46,False,,1.034820000000000000,5.00,1.40,2.00,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",42358,PHYCHAIN,micro,closed,long,0.611000000000000000,0.620000000000000000,163.66612111,100.00000000,101.47299509,1.4730,1.47,1,0,2026-06-10 21:15:11.060153,2026-06-11 04:06:15.330519,6.85,True,0.674000000000000000,0.611000000000000000,8.00,15.00,7.50,True,1,1,,,,,
E2-7,E2,"{""bb_sigma"": 2.0, ""vol_mult"": 2.0, ""recovery_pct"": 1.0}",42359,COPXON,micro,closed,long,78.750000000000000000,86.000000000000000000,1.26984127,100.00000000,109.20634922,9.2063,9.21,1,0,2026-06-10 21:15:38.768069,2026-06-13 14:32:28.619432,65.28,True,89.130000000000000000,78.750000000000000000,8.00,15.00,3.00,True,1,1,,,,,
